date	sha	title
2024-12-06	f62fcfe49667f9c09e8a51cdeafead8ec9b2f6dc	init_query modify to work with python 3.12.6 LB Ref: #34
2024-10-22	c433efab76eb0381f8815f1cd94b8914169e3aa8	MW: See corrections_mw_insert.txt at LB Ref https://github.com/sanskrit-lexicon/csl-corrections/issues/91
2024-10-12	44c0932b7d06c25cea20b97880cf5c9cefa60462	AP90: ap90ab revised
2024-10-07	8c9e33d6a0cb64f877e6e3e0e0be0f507e310138	PWG: missing VN LB Ref: https://github.com/sanskrit-lexicon/PWG/issues/76
2024-09-11	84cc07f8c3d6ad26a4feee2a1b353d291d4effcd	in pwgauth/redo.sh, change 'python' to 'python3'. LB Cologne server doesn't recognize 'python'
2024-09-01	cccc9d1020e246fd194363e657aae7a804f737eb	VCP: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/432
2024-09-01	d26d2b5964e306313580028a57003ee95d071119	SKD: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/431
2024-09-01	4e0b2c8b51bece6fd308c9eba7ca5c85243fca0f	SHS: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/429
2024-09-01	ef7f45f77d6bf9c5a23bc132fa854c9110b35fba	PWKVN: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/428
2024-08-31	b74e5afd81c5a100978157f0a380d849ce164b67	PW: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/427
2024-08-31	de5a631a85176dec16bea322bdc97f3fe81dc779	LRV: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/426
2024-08-28	05077a1e3e8d35de71269a807f6941b08aef2c04	CAE: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/425
2024-08-28	ac8b7973a50338afaef850b00ce0a62c5ea54e04	BUR: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/424
2024-08-27	9807e8d55c182123c24da9084642e08b59f900cf	AP90: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/423
2024-08-27	64d26754179ff6ce2025a70917efe62963df6028	ACC: hwxetra-Lbody conversion. LB Ref: https://github.com/sanskrit-lexicon/COLOGNE/issues/422
2024-08-27	e79bffd376f78f45ea4447b040cd0b8b26160228	BEN: Lbody groups. LB Ref: https://github.com/sanskrit-lexicon/BEN/tree/master/issues/issue9
2024-08-24	7b7e84e3cbdcfe4e0b35cb77f11c943b43992f03	MW: LB  Ref: https://github.com/sanskrit-lexicon/MWS/issues/176
2024-08-03	f7ac3c09bcaa74a518d2d8c7212bbe16b3c04db5	mwab_input.txt correction
2024-06-29	9d0595ca5ed23e488d783625906d5b81360521e4	mw:  mwab_input edit. LB Ref: https://github.com/sanskrit-lexicon/MWS/issues/166
2024-06-27	2656b9f40058dcad2371fa4a69afc70db0ba43fc	BUR:  burab edited
2024-06-23	d0c981a0938c8a85747b42579a48b16f9cc4bd29	schauth directory: remove 2 unneeded files
2024-06-23	13f12f74a633460078dce1343c1fed75c04036b9	pwgauth -- tooltip for 'Verz. d. Oxf. H.'
2024-05-07	6b76d3371289b69a631fb86187792d1e24f4c18d	BOP: https://github.com/sanskrit-lexicon/BOP/issues/6
