date	sha	title
2023-12-09	ebbedb21bad088c37245f1c92b8bd94ff5d536a9	december 2023 started - about ABCH
2023-07-14	af26a7508b32cb70d7ce766a861643da0359ec0a	Update july2023.md
2023-07-14	aef5f54f87e90b4ff3d9a48f70b09db8309c72d3	Update july2023.md
2023-07-13	3ed5b7d9576fe33bd601e8305ee0f668fed44637	edit readme.md
2023-07-13	c6ef7a19eccda1d612206e61d41f46be57a5d5a8	June-July 2023 items
2023-04-14	ad0c63cba3424d3a34b8cbcbe2cfdc81cde57bcc	LRV April2023
2023-01-11	f7148c2084bb7e74b4e9f36d10451600535859f3	newsletter updated till date
2023-01-11	f15f76c7b9260972cce0eec3cf87608cd8be5d1f	completed update of newsletter
2023-01-11	f0b37599e95d06bcb0abf20b5dde755831220a1f	PWG update
2023-01-11	e584ba61522cc220fec287216feac57e973c1669	MWS update
2023-01-08	47255f5426d443019530b61b7de3c7465e839934	individual dictionaries updated till MCI
2023-01-08	2b9e6c769a63f8c8e94103cd64d654a8273bb405	boesp-prep updated
2023-01-07	35aa8e2b91c3d78c67964e1a0c3ebb5a3093ec51	minor edit
2023-01-07	60f425187e12a397aaf59631442d7ca1c99a89fa	COLOGNE updated
2023-01-07	06dbab35c988d67200e88e9c419e4a3117c8dbc3	cologne-stardict updated
2023-01-07	c81f1010652cb545c7d0d702cee2e3eb873073be	csl-websanlexicon updated
2023-01-07	3bd055481b8a792353fba2f875f02817039715da	csl-pywork details updated
2022-02-15	b69f31c4790272f285f37ad76695ab56c9d0c9d4	15 feb
2022-02-14	1a1270ab26d48c97dc1c478dac6e293a9f1833e5	14 feb 2022
2022-02-12	72a8de7da36743bc988f44b83e41195bd61f0231	readme update
2022-02-12	338b476f0e2fe196a76b2bf05cc45a55aa8577b0	newsletter updated
2022-02-11	c90a7c680f67b59d133cf5b8063455e3b05d2d59	cologne-stardict
2022-02-11	14880c770a6cad2097e360bae4441802d9fe6cbc	csl-websanlexicon
2022-02-11	5e6037eaad36b9b0a55cb2dab4ba2c636893fc0b	csl-orig developments noted
2022-02-11	4f137879912f9e001507cdbaec44c513561a6c06	october
2022-02-11	96e00be4dbbaed8367563719b8359d1d889f4df4	5 October 2021
2021-10-04	8fcc4511c03ba07feef8ea462678e3e3fcb39915	readme table typo correction
2021-10-04	bc11a963eb0017444f71f9b234e1843668408383	readme init
2021-10-04	c6137280ee1bd2e323f92afad73cbd4f318093dc	Sept 2021 update
2021-10-03	9d32b9b8e07b942de73a48e2aebc1eadd0930335	september csl-orig issues update
2021-10-03	177f70fc02cb0a66d26811138f8e8a326c80a1b3	September 2021 survey completed
2021-09-16	c89a88815703b207e1aa5f039766b7f1582aed24	15 sept
2021-09-15	b4db7e1df55e7eff4130e54481dd50e4967aa595	update
2021-09-14	bced52b7f19ff48e8bd36050cc6bb663988629eb	gst changes
2021-09-13	53c6fa85e01464a14b43b46695ffa2724ec2c155	csl-orig commits taken into consideration
2021-09-13	b04b08d7e6996291b77ffd44d287bec736145ba5	addition
2021-09-13	5ab58ee2cd64549f783a80d295c449bec8a8ed16	september started
